doi,title,known_to_be_open,open_access_status
10.1187/cbe.12-11-0201,"CREATE Cornerstone: Introduction to Scientific Thinking, a New Course for STEM-Interested Freshmen, Demystifies Scientific Thinking through Analysis of Scientific Literature",TRUE,Open Access at publisher
10.1101/gr.145441.112,Obligate Ligation-Gated Recombination (ObLiGaRe): Custom-designed nuclease-mediated targeted integration through nonhomologous end joining,TRUE,Open Access at publisher
10.1038/nbt.2501,Efficient genome editing in zebrafish using a CRISPR-Cas system,TRUE,Open Access at repository
10.1038/nbt.2508,RNA-guided editing of bacterial genomes using CRISPR-Cas systems,TRUE,Open Access at repository
10.3109/07434618.2013.767556,"A Primer for Doing Talk-in-interaction Research in Augmentative 
and Alternative Communication",FALSE,NA
10.1126/science.1232033,RNA-Guided Human Genome Engineering via Cas9,TRUE,Open Access at repository
10.1287/mnsc.1120.1644,Lens or Prism? Patent Citations as a Measure of Knowledge Flows from Public Research.,TRUE,Open Access at repository
10.1021/es302152v,Environmental impacts of dietary recommendations and dietary styles: Germany as an example.,FALSE,NA
10.1038/nrm3486,TALENs: a widely applicable technology for targeted genome editing,TRUE,Open Access at repository
10.1128/jcm.02593-12,Point-Counterpoint: Is the Era of Viral Culture Over in the Clinical Microbiology Laboratory?,TRUE,Open Access at publisher
10.1097/hmr.0b013e31825e718a,Patient-centered innovation in health care organizations: A conceptual framework and case study application,FALSE,NA
10.1038/clpt.2012.220,Economic and Technological Drivers of Generic Sterile Injectable Drug Shortages,FALSE,NA
10.1126/science.1240474,Atypical Combinations and Scientific Impact,FALSE,NA
10.1177/2167696813479780,Female College Students' Media Use and Academic Outcomes: Results from a Longitudinal Cohort Study.,TRUE,Open Access at repository
10.1126/science.1236408,Voyager 1 Observes Low-Energy Galactic Cosmic Rays in a Region Depleted of Heliospheric Ions,FALSE,NA
10.1126/science.1235451,Magnetic Field Observations as Voyager 1 Entered the Heliosheath Depletion Region,FALSE,NA
10.1370/afm.1531,In Search of Joy in Practice: A Report of 23 High-Functioning Primary Care Practices,TRUE,Open Access at publisher
10.1007/s10784-012-9174-1,"A model of dynamic climate governance: dream big, win small",FALSE,NA
10.1126/science.1235350,The Challenge of Education and Learning in the Developing World,FALSE,NA
10.1101/gad.212522.112,Exploring host–microbiota interactions in animal models and humans,TRUE,Open Access at publisher
10.1370/afm.1495,The Primary Care Extension Program: A Catalyst for Change,TRUE,Open Access at publisher
10.1111/socf.12005,Leaving Science: Gender Differences in Career Continuity Following a Job Loss,FALSE,NA
10.1038/495050a,Biotechnology: Rewriting a genome,FALSE,NA
10.1016/j.healthpol.2012.12.005,Structural changes in the German pharmaceutical market: Price setting mechanisms based on the early benefit evaluation,FALSE,NA
10.1086/669706,Intellectual property rights and innovation: Evidence from the human genome.,TRUE,Open Access at repository
10.1016/j.apenergy.2012.09.063,How sustainable is bioenergy production in the Philippines? A conjoint analysis of knowledge and opinions of people with different typologies,FALSE,NA
10.1215/03616878-1898812,"Public Engagement in Health Technology Assessment and Coverage Decisions: A Study of Experiences in France, Germany, and the United Kingdom",FALSE,NA
10.1016/j.red.2012.10.007,Indiaʼs mysterious manufacturing miracle,FALSE,NA
10.1016/j.enpol.2012.10.018,Why should support schemes for renewable electricity complement the EU emissions trading scheme?,TRUE,Open Access at repository
10.1016/j.energy.2012.10.043,Can a dysprosium shortage threaten green energy technologies?,FALSE,NA
10.1016/j.aap.2012.07.022,Impact speed and a pedestrian's risk of severe injury or death,FALSE,NA
10.1093/toxsci/kfs279,The Development of Structure-Activity Relationships for Mitochondrial Dysfunction: Uncoupling of Oxidative Phosphorylation,TRUE,Open Access at publisher
10.1007/s11004-013-9493-y,"The Northwest Geysers EGS Demonstration Project, California: Pre-stimulation Modeling and Interpretation of the Stimulation",TRUE,Open Access at publisher
10.1016/j.respol.2013.07.008,The impact of network embeddedness on research output,FALSE,NA
10.1126/science.1235721,Search for the Exit: Voyager 1 at Heliosphere’s Border with the Galaxy,FALSE,NA
10.1080/15228835.2013.814750,Development Guidelines from a Study of Suicide Prevention Mobile Applications (Apps),FALSE,NA
10.1016/j.jclepro.2012.08.013,"Sustainable innovation, business models and economic performance: an overview",FALSE,NA
10.1080/13669877.2012.729522,Perception of technological risk: insights from research and lessons for risk communication and management,FALSE,NA
10.1016/j.copbio.2012.07.004,Metabolic engineering of anthocyanins and condensed tannins in plants,FALSE,NA
10.1007/s00148-012-0441-9,Population aging and endogenous economic growth,TRUE,Open Access at publisher
10.1111/agec.12006,Which farmers benefit the most from Bt corn adoption? Estimating heterogeneity effects in the Philippines,FALSE,NA
10.1614/ws-d-12-00001.1,Agricultural Weeds in Glyphosate-Resistant Cropping Systems in the United States,FALSE,NA
10.1016/j.marpol.2012.07.007,Estimating the economic impacts of bycatch in U.S. commercial fisheries,FALSE,NA
10.1016/j.techfore.2012.10.008,Envisioning structural transformation — lessons from a foresight project on the future of innovation,FALSE,NA
10.1016/j.jimonfin.2012.10.003,The role of relative price volatility in the efficiency of investment allocation,TRUE,Open Access at repository
10.1109/msp.2013.31,Crossing the “Valley of Death”: Transitioning Cybersecurity Research into Practice,FALSE,NA
10.1016/j.apenergy.2012.09.009,Advances in CO2 capture technology: A patent review,FALSE,NA
10.1016/j.tibtech.2012.10.009,Marine macroalgae: an untapped resource for producing fuels and chemicals,FALSE,NA
10.1146/annurev-marine-121211-172408,Remote Sensing of the Nearshore,FALSE,NA
10.1177/1524839911405850,Harnessing social media for health promotion and behavior change.,FALSE,NA
10.1002/jbm.a.34326,Evaluation of hydrogels for bio‐printing applications,FALSE,NA
10.1186/2195-9706-1-4,"A systematic review of enhanced (or engineered) geothermal systems: past, present and future",TRUE,Open Access at publisher
10.1016/j.jagp.2013.02.019,A Videophone Psychosocial Intervention for Dementia Caregivers,FALSE,NA
10.1109/te.2013.2249066,Comparing the Effectiveness of an Inverted Classroom to a Traditional Classroom in an Upper-Division Engineering Course,FALSE,NA
10.3390/jpm3040306,The Need for Clinical Decision Support Integrated with the Electronic Health Record for the Clinical Application of Whole Genome Sequencing Information,TRUE,Open Access at publisher
10.1126/science.1243622,"Scholarly Communication: Cultural Contexts, Evolving Models",TRUE,Open Access at publisher
10.1016/j.aap.2012.06.024,An analysis of driving and working hour on commercial motor vehicle driver safety using naturalistic data collection,FALSE,NA
10.1370/afm.1500,Impact of Individual and Team Features of Patient Safety Climate: A Survey in Family Practices,TRUE,Open Access at publisher
10.1080/07448481.2013.776052,Use and Perception of Electronic Cigarettes Among College Students,TRUE,Open Access at repository
10.1111/misr.12028,Six Models for the Internet + Politics,FALSE,NA
10.1016/j.apergo.2012.07.008,Light level and duration of exposure determine the impact of self-luminous tablets on melatonin suppression,FALSE,NA
10.1111/1541-4337.12001,Pathogens of Interest to the Pork Industry: A Review of Research on Interventions to Assure Food Safety,TRUE,Open Access at publisher
10.1111/j.1540-5885.2012.00998.x,Managing the Exploitation/Exploration Paradox: The Role of a Learning Capability and Innovation Ambidexterity,FALSE,NA
10.1177/1524839912469378,Evaluating social media's capacity to develop engaged audiences in health promotion settings: use of Twitter metrics as a case study.,FALSE,NA
10.1038/ni.2495,Can the SBIR and STTR programs advance research goals?,FALSE,NA
10.1377/hlthaff.2012.1216,A National Action Plan To Support Consumer Engagement Via E-Health,TRUE,Open Access at publisher
10.1177/0146167212468332,When trying hard isn't natural: women's belonging with and motivation for male-dominated STEM fields as a function of effort expenditure concerns.,FALSE,NA
10.1016/j.foodpol.2012.11.002,Assessing Brazil’s Cerrado agricultural miracle,FALSE,NA
10.2196/jmir.2301,Mobile phone applications for the care and prevention of HIV and other sexually transmitted diseases: a review.,TRUE,Open Access at publisher
10.1016/j.iccl.2012.09.008,Transcatheter Pulmonary Valve Replacement Current Status and Future Potentials,TRUE,Open Access at repository
10.1016/j.envsoft.2012.02.011,Integrated modeling within a Hydrologic Information System: An OpenMI based approach,FALSE,NA
10.1371/journal.pone.0056086,Twisted Radio Waves and Twisted Thermodynamics,TRUE,Open Access at publisher
10.1056/nejmhpr1310415,Health Care Spending — A Giant Slain or Sleeping?,TRUE,Open Access at repository
10.1186/1471-2458-13-277,Current manufactured cigarette smoking and roll-your-own cigarette smoking in Thailand: findings from the 2009 Global Adult Tobacco Survey,TRUE,Open Access at publisher
10.1016/j.chb.2013.02.012,Using technology in higher education: The influence of gender roles on technology self-efficacy,FALSE,NA
10.1145/2445560.2445561,Network Effects in Health Information Exchange Growth,FALSE,NA
10.1177/0018720812457566,The long-term effects of active training strategies on improving older drivers' scanning in intersections: a two-year follow-up to Romoser and Fisher (2009).,FALSE,NA
10.1016/j.tra.2013.01.027,Public policy implications of harmonizing engineering technology with socio-economic modeling: Application to transportation infrastructure management,FALSE,NA
10.1111/grow.12003,Evaluating the Importance of Business Location Factors: The Influence of Facility Type,FALSE,NA
10.1016/j.jadohealth.2012.06.011,"Sexting, Substance Use, and Sexual Risk Behavior in Young Adults",TRUE,Open Access at repository
10.1016/j.gerinurse.2012.11.001,Older adults' participation in the development of smart environments: An integrated review of the literature,FALSE,NA
10.1177/1077699012468742,Mobile News Adoption among Young Adults,TRUE,Open Access at publisher
10.1145/2431211.2431216,"Virtualization: Issues, security threats, and solutions",FALSE,NA
10.1377/hlthaff.2012.1085,Early Lessons From Four ‘Aligning Forces For Quality’ Communities Bolster The Case For Patient-Centered Care,TRUE,Open Access at publisher
10.1007/s10961-012-9281-8,Research collaboration in universities and academic entrepreneurship: the-state-of-the-art,FALSE,NA
10.1016/j.tifs.2012.10.002,Food safety challenges associated with traditional foods in Arabic speaking countries of the Middle East,FALSE,NA
10.1016/j.respol.2012.04.019,To protect or not to protect? Modes of appropriability in the small enterprise sector,FALSE,NA
10.1093/reep/res022,Designing and Implementing Effective REDD + Policies: A Forest Transition Approach,FALSE,NA
10.1109/tcc.2013.3,Modeling and Analysis of State-of-the-Art VM-Based Cloud Management Platforms,TRUE,Open Access at repository
10.1016/j.aap.2012.05.009,Safety countermeasures and crash reduction in New York City—Experience and lessons learned,FALSE,NA
10.1016/j.agsy.2012.07.008,Trade-adjusted measures of productivity increases in US hog production,FALSE,NA
10.1080/01930826.2013.756694,No Half Measures: Overcoming Common Challenges to Doing Digital Humanities in the Library,TRUE,Open Access at repository
10.1126/science.1239572,Doctoral Students and U.S. Immigration Policy,FALSE,NA
10.1016/j.jcou.2013.03.002,Opportunities and challenges in carbon dioxide capture,FALSE,NA
10.1016/j.jom.2013.03.001,Examining the impact of information technology and patient flow on healthcare performance: A Theory of Swift and Even Flow (TSEF) perspective,FALSE,NA
