doi,altmetric_id,altmetric_score,type,article_title,journal_title,journal_volume,journal_issue,page_starts,page_ends,publisher,altmetric_journal_id,total_mentions,print_publication_date,first_seen_on_date,last_mentioned_date,first_author,pdf_url,uri,mendeley_url
10.1016/j.techfore.2013.03.008,16276009,3.0,article,"The ""Matthew effect"" in R&D public subsidies: The Italian evidence",Technological Forecasting and Social Change,NA,NA,NA,NA,NA,4f6fa6393cf058f610008af1,2,2013-10-01T00:00:00+00:00,2017-02-09T21:20:08+00:00,2016-04-15T01:00,Cristiano Antonelli,NA,http://linkinghub.elsevier.com/retrieve/pii/S0040162513000577,http://www.mendeley.com/research/matthew-effect-r-d-public-subsidies-italian-evidence
10.1111/1477-9552.12009,12896041,3.0,article,Six Decades of Total Factor Productivity Change and Sources of Growth in Bangladesh Agriculture (1948-2008),Journal of Agricultural Economics,64,2,275,294,Blackwell Publishing Ltd,4f6fa4ee3cf058f610002c74,1,2013-06-13T00:00:00+00:00,2016-10-22T21:39:00+00:00,2016-04-15T01:00,Sanzidur Rahman,http://onlinelibrary.wiley.com/doi/10.1111/1477-9552.12009/pdf,http://doi.wiley.com/10.1111/1477-9552.12009,http://www.mendeley.com/research/six-decades-total-factor-productivity-change-sources-growth-bangladesh-agriculture-19482008
10.1111/agec.12055,1592556,4.0,article,Public agricultural R&D over the past half century: an emerging new world order,Agricultural Economics,44,s1,103,113,NA,4f6fa4cc3cf058f61000046d,3,2013-01-01T00:00:00+00:00,2013-06-29T09:04:21+00:00,2016-04-15T01:00,"Pardey, Philip G.",http://onlinelibrary.wiley.com/doi/10.1111/agec.12055/pdf,http://doi.wiley.com/10.1111/agec.12055,http://www.mendeley.com/research/public-agricultural-rd-past-half-century-emerging-new-world-order
10.1097/pts.0b013e318281b866,1504109,3.5,article,PCA Safety Data Review After Clinical Decision Support and Smart Pump Technology Implementation.,Journal of Patient Safety,9,2,103,109,Lippincott Williams & Wilkins,4f6fa6293cf058f610007dc8,2,2013-06-01T00:00:00+00:00,2013-05-24T10:20:19+00:00,2016-04-12T01:00,Prewitt J,NA,http://content.wkhealth.com/linkback/openurl?sid=WKPTLP:landingpage&an=01209203-201306000-00008,http://www.mendeley.com/research/pca-safety-data-review-after-clinical-decision-support-smart-pump-technology-implementation-3
10.1007/s11051-013-1455-2,1321324,4.75,article,Reference materials and representative test materials: the nanotechnology case,Journal of Nanoparticle Research,15,3,NA,NA,Springer Netherlands,4f6fa52c3cf058f610004067,5,2013-02-08T00:00:00+00:00,2013-03-26T06:09:33+00:00,2016-04-08T01:00,G. Roebben,http://link.springer.com/content/pdf/10.1007%2Fs11051-013-1455-2,http://link.springer.com/10.1007/s11051-013-1455-2,http://www.mendeley.com/research/reference-materials-representative-test-materials-nanotechnology-case
10.1002/ceat.201300019,2330691,10.0,article,Thermodynamic Evaluation and Cold Flow Model Testing of an Indirectly Heated Carbonate Looping Process,Chemical Engineering & Technology,36,9,1479,1487,WILEY‐VCH Verlag,4f6fa6113cf058f610006e43,2,2013-01-01T00:00:00+00:00,2014-05-06T19:06:55+00:00,2016-04-06T01:00,M. Junk,http://onlinelibrary.wiley.com/doi/10.1002/ceat.201300019/pdf,NA,http://www.mendeley.com/research/thermodynamic-evaluation-cold-flow-model-testing-indirectly-heated-carbonate-looping-process
10.1377/hlthaff.2013.0234,1881973,105.61,article,Primary Care: Proposed Solutions To The Physician Shortage Without Training More Physicians,Health Affairs,32,11,1881,1886,"Project HOPE - The People-to-People Health Foundation,
                    Inc.",4f6fa4ec3cf058f6100029ba,57,2013-01-01T00:00:00+00:00,2013-11-04T22:03:33+00:00,2016-12-12T16:55,Thomas S. Bodenheimer,http://content.healthaffairs.org/content/32/11/1881.full.pdf,NA,http://www.mendeley.com/research/primary-care-proposed-solutions-physician-shortage-without-training-more-physicians
10.1111/j.1467-9906.2012.00625.x,980461,4.0,article,SURVIVING THE ERA OF DEINDUSTRIALIZATION: THE NEW ECONOMIC GEOGRAPHY OF THE URBAN RUST BELT,Journal of Urban Affairs,35,4,417,434,Blackwell Publishing Inc,4f6fa4f73cf058f610002f87,2,2012-01-01T00:00:00+00:00,2012-10-04T03:31:28+00:00,2016-04-05T10:58,"HOBOR, GEORGE",http://onlinelibrary.wiley.com/doi/10.1111/j.1467-9906.2012.00625.x/pdf,NA,http://www.mendeley.com/research/surviving-era-deindustrialization-new-economic-geography-urban-rust-belt
10.1080/00036846.2011.617704,16072169,3.0,article,The empirical identification of heterogeneous technologies and technical change,Applied Economics,NA,NA,NA,NA,NA,4f6fa4db3cf058f61000179b,1,2013-04-01T00:00:00+00:00,2017-02-03T10:42:37+00:00,2016-04-01T01:00,Johannes Sauer,NA,http://www.tandfonline.com/doi/abs/10.1080/00036846.2011.617704,http://www.mendeley.com/research/empirical-identification-heterogeneous-technologies-technical-change
10.1016/j.trc.2013.02.008,3060981,3.5,article,Behavioural changes in drivers experiencing highly-automated vehicle control in varying traffic conditions,Transportation Research: Part C,30,NA,116,125,NA,4f6fa5153cf058f610003698,2,2013-05-01T00:00:00+00:00,2015-01-13T12:29:28+00:00,2016-03-30T18:36,A. Hamish Jamson,NA,http://linkinghub.elsevier.com/retrieve/pii/S0968090X13000387,http://www.mendeley.com/research/behavioural-changes-drivers-experiencing-highlyautomated-vehicle-control-varying-traffic-conditions
10.1371/journal.pmed.1001362,1178211,169.11,article,The Effectiveness of Mobile-Health Technology-Based Health Behaviour Change or Disease Management Interventions for Health Care Consumers: A Systematic Review,PLoS Medicine,10,1,e1001362,NA,Public Library of Science,4f6fa5123cf058f61000334b,220,2013-01-01T00:00:00+00:00,2013-01-15T23:41:00+00:00,2016-03-22T00:00,Caroline Free,http://journals.plos.org/plosmedicine/article/file?id=10.1371/journal.pmed.1001362&type=printable,http://dx.plos.org/10.1371/journal.pmed.1001362,http://www.mendeley.com/research/effectiveness-mobilehealth-technologybased-health-behaviour-change-disease-management-interventions-7
10.1016/j.matcom.2012.11.009,8124186,3.0,article,Design and implementation of a web-based groundwater data management system,Mathematics & Computers in Simulation,93,NA,164,174,NA,4f6fa5013cf058f61000306f,1,2013-07-01T00:00:00+00:00,2016-05-23T10:14:28+00:00,2016-03-17T06:24,Takuya Iwanaga,NA,NA,http://www.mendeley.com/research/design-implementation-webbased-groundwater-data-management-system-2
10.1016/j.socec.2013.02.025,1312093,30.85,article,Does access to information technology make people happier? Insights from well-being surveys from around the world,Journal of Socio-Economics,44,NA,NA,NA,Elsevier Inc.,4f6fa4f63cf058f610002f22,8,2013-03-01T00:00:00+00:00,2013-03-20T13:37:01+00:00,2016-03-17T00:00,Carol Graham,NA,NA,http://www.mendeley.com/research/access-information-technology-make-people-happier-insights-wellbeing-surveys-around-world
10.1016/j.coastaleng.2012.11.007,1144858,13.25,article,Experimental investigation of floating wave energy converters for coastal protection purpose,Coastal Engineering,NA,NA,NA,NA,Elsevier B.V.,4f6fa4ea3cf058f610002587,3,2012-12-01T00:00:00+00:00,2012-12-27T18:19:08+00:00,2016-10-17T20:21,Barbara Zanuttigh,NA,NA,http://www.mendeley.com/research/experimental-investigation-floating-wave-energy-converters-coastal-protection-purpose
10.1016/j.jtrangeo.2013.06.003,1616866,23.5,article,Understanding the diffusion of public bikesharing systems: evidence from Europe and North America,Journal of Transport Geography,31,NA,94,103,Elsevier Ltd,4f6fa4f73cf058f610002f81,8,2013-07-01T00:00:00+00:00,2013-07-10T23:27:21+00:00,2016-06-01T07:43,Stephen D. Parkes,NA,http://linkinghub.elsevier.com/retrieve/pii/S0966692313001130,http://www.mendeley.com/research/understanding-diffusion-public-bikesharing-systems-evidence-europe-north-america
10.1016/j.apenergy.2012.06.052,16277086,3.0,article,Impacts of Electric Vehicle charging under electricity market operations,Applied Energy,NA,NA,NA,NA,NA,4f6fa4e83cf058f6100022d1,1,2013-01-01T00:00:00+00:00,2017-02-09T21:46:51+00:00,2016-03-02T00:00,Aoife Foley,NA,http://linkinghub.elsevier.com/retrieve/pii/S0306261912004977,http://www.mendeley.com/research/impacts-electric-vehicle-charging-under-electricity-market-operations-6
10.1016/j.ijcard.2012.11.072,20553942,3.0,article,Contact force sensing technology identifies sites of inadequate contact and reduces acute pulmonary vein reconnection: A prospective case control study,International Journal of Cardiology,NA,NA,NA,NA,NA,4f6fa4ed3cf058f610002b29,1,2013-09-01T00:00:00+00:00,2017-05-26T10:17:25+00:00,2016-03-01T00:00,Shouvik Haldar,NA,NA,http://www.mendeley.com/research/contact-force-sensing-technology-identifies-sites-inadequate-contact-reduces-acute-pulmonary-vein-re-5
10.1016/j.jval.2013.02.017,1840706,3.25,article,Systematic Searching and Selection of Health State Utility Values from the Literature,Value in Health (Elsevier Science),16,4,686,695,Elsevier,4f6fa5153cf058f6100036ec,3,2013-06-01T00:00:00+00:00,2013-10-18T19:41:17+00:00,2016-02-19T00:00,Diana Papaioannou,NA,http://linkinghub.elsevier.com/retrieve/pii/S1098301513018020,http://www.mendeley.com/research/systematic-searching-selection-health-state-utility-values-literature
10.1097/ta.0b013e31829849e5,1620340,4.25,article,The impact of implementing a 24/7 open trauma bed protocol in the surgical intensive care unit on throughput and outcomes,"Journal of Trauma and Acute Care Surgery, The",75,1,97,NA,NA,5523eeb22a83ee005f8b4573,6,2013-07-01T00:00:00+00:00,2013-07-12T05:49:03+00:00,2016-02-17T00:00,Akash Bhakta,http://pdfs.journals.lww.com/jtrauma/2013/07000/The_impact_of_implementing_a_24_7_open_trauma_bed.16.pdf,NA,http://www.mendeley.com/research/impact-implementing-247-open-trauma-bed-protocol-surgical-intensive-care-unit-throughput-outcomes
10.1177/1524500413506583,5092248,3.25,article,Fighting Skin Cancer With a Musical Sound The Innovative Australian Sun Sound Campaign,Social Marketing Quarterly,19,4,279,289,NA,4f6fa5a43cf058f6100052d8,2,2013-09-30T00:00:00+00:00,2016-02-04T16:32:08+00:00,2016-02-09T00:00,Sofia Potente,http://smq.sagepub.com/content/19/4/279.full.pdf,http://journals.sagepub.com/doi/10.1177/1524500413506583,http://www.mendeley.com/research/fighting-skin-cancer-musical-sound-innovative-australian-sun-sound-campaign
10.1007/s12571-013-0294-4,1713487,27.12,article,Priority research questions for the UK food system,Food Security,5,5,617,636,Springer Netherlands,4f6fa6183cf058f61000746a,24,2013-08-24T00:00:00+00:00,2013-08-27T14:23:19+00:00,2016-02-05T00:00,John S. I. Ingram,http://link.springer.com/content/pdf/10.1007%2Fs12571-013-0294-4.pdf,http://link.springer.com/10.1007/s12571-013-0294-4,http://www.mendeley.com/research/priority-research-questions-uk-food-system-1
10.1016/j.strueco.2013.06.006,1635194,5.2,article,"Service output, innovation and productivity: A time-based conceptual framework",Structural Change & Economic Dynamics,NA,NA,NA,NA,Elsevier B.V.,4f6fa5143cf058f6100035cd,4,2013-07-01T00:00:00+00:00,2013-07-19T11:31:45+00:00,2016-02-05T00:00,Maria Savona,NA,NA,http://www.mendeley.com/research/service-output-innovation-productivity-timebased-conceptual-framework
10.1016/j.fct.2013.08.020,27993443,3.0,article,Evaluation of the utility of the lifetime mouse bioassay in the identification of cancer hazards for humans,Food & Chemical Toxicology,NA,NA,NA,NA,NA,4f6fa4ec3cf058f6100028f2,1,2013-10-01T00:00:00+00:00,2017-10-27T05:15:58+00:00,2016-02-02T12:54,Thomas G. Osimitz,NA,NA,http://www.mendeley.com/research/evaluation-utility-lifetime-mouse-bioassay-identification-cancer-hazards-humans
10.1016/j.jtrangeo.2013.06.004,16278236,3.0,article,The Channel Tunnel: transport patterns and regional impacts,Journal of Transport Geography,NA,NA,NA,NA,NA,4f6fa4f73cf058f610002f81,1,2013-07-01T00:00:00+00:00,2017-02-09T22:29:17+00:00,2016-02-02T00:00,Peter Thomas,NA,http://linkinghub.elsevier.com/retrieve/pii/S0966692313001142,http://www.mendeley.com/research/channel-tunnel-transport-patterns-regional-impacts
10.1289/ehp.1205693,1550100,37.0,article,Interlaboratory Evaluation of Rodent Pulmonary Responses to Engineered Nanomaterials: The NIEHS NanoGo Consortium.,Environmental Health Perspectives,121,6,676,682,NA,4f6fa4eb3cf058f6100027e9,9,2013-05-09T00:00:00+00:00,2013-06-12T03:12:07+00:00,2016-02-02T00:00,Bonner JC,NA,http://ehp.niehs.nih.gov/1205693/,http://www.mendeley.com/research/interlaboratory-evaluation-rodent-pulmonary-responses-engineered-nanomaterials-niehs-nano-go-consort
10.1371/journal.pone.0076783,1828598,6.1,article,Indoor Navigation by People with Visual Impairment Using a Digital Sign System,PLoS ONE,8,10,e76783,NA,Public Library of Science,4f6fa5313cf058f6100043e3,5,2013-10-08T00:00:00+00:00,2013-10-16T02:20:21+00:00,2016-01-01T00:00,Gordon E. Legge,http://dx.plos.org/10.1371/journal.pone.0076783.pdf,NA,http://www.mendeley.com/research/indoor-navigation-people-visual-impairment-using-digital-sign-system-1
10.1002/qj.2054,16585980,3.0,article,Operational implementation of a hybrid ensemble/4D-Var global data assimilation system at the Met Office,Quarterly Journal of the Royal Meteorological Society,NA,NA,NA,NA,"John Wiley & Sons, Ltd.",4f6fa6353cf058f6100086bc,1,2012-11-12T00:00:00+00:00,2017-02-21T21:07:48+00:00,2016-01-01T00:00,"Clayton, A. M.",http://onlinelibrary.wiley.com/doi/10.1002/qj.2054/pdf,http://doi.wiley.com/10.1002/qj.2054,http://www.mendeley.com/research/operational-implementation-hybrid-ensemble4dvar-global-data-assimilation-system-met-office
10.1016/j.amepre.2013.03.017,1668585,21.5,article,Mobile Health Technology Evaluation: The mHealth Evidence Workshop.,American Journal of Preventive Medicine,45,2,228,236,Elsevier,4f6fa4e83cf058f610002215,11,2013-07-24T00:00:00+00:00,2013-08-04T21:07:26+00:00,2018-07-05T02:56,Kumar S,NA,http://linkinghub.elsevier.com/retrieve/pii/S0749379713002778,http://www.mendeley.com/research/mobile-health-technology-evaluation-mhealth-evidence-workshop-1
10.1002/qj.1944,9978301,3.0,article,Data assimilation for state and parameter estimation: application to morphodynamic modelling,Quarterly Journal of the Royal Meteorological Society,139,671,314,327,"John Wiley & Sons, Ltd.",4f6fa6353cf058f6100086bc,1,2013-01-11T00:00:00+00:00,2016-07-23T04:32:42+00:00,2016-01-01T00:00,P. J. Smith,http://onlinelibrary.wiley.com/doi/10.1002/qj.1944/pdf,http://doi.wiley.com/10.1002/qj.1944,http://www.mendeley.com/research/data-assimilation-state-parameter-estimation-application-morphodynamic-modelling-1
10.2196/jmir.2793,1948432,8.1,article,Aligning Medication Reconciliation and Secure Messaging: Qualitative Study of Primary Care Providers’ Perspectives,Journal of Medical Internet Research,15,12,e264,NA,"JMIR Publications Inc., Toronto, Canada",4f6fa5733cf058f610004cb1,14,2013-01-01T00:00:00+00:00,2013-12-02T15:04:50+00:00,2016-01-01T00:00,Leonie Heyworth,NA,NA,http://www.mendeley.com/research/aligning-medication-reconciliation-secure-messaging-qualitative-study-primary-care-providers-perspec-4
10.1089/tmj.2012.0175,1301137,6.35,article,A Global Model for Effective Use and Evaluation of e-Learning in Health.,Telemedicine Journal (now called Telemedicine Journal and e-Health),19,4,312,321,Mary Ann Liebert Inc,4f6fa6393cf058f610008aff,7,2013-03-12T00:00:00+00:00,2013-03-14T13:40:34+00:00,2016-01-01T00:00,Kai Ruggeri,NA,NA,http://www.mendeley.com/research/global-model-effective-evaluation-elearning-health-3
10.1182/blood-2012-11-466722,1526088,71.85,article,The aryl hydrocarbon receptor directs hematopoietic progenitor cell expansion and differentiation,Blood,122,3,376,385,American Society of Hematology,4f6fa60e3cf058f610006cba,21,2013-01-01T00:00:00+00:00,2013-06-01T22:33:17+00:00,2017-05-09T01:00,Brenden W. Smith,http://bloodjournal.hematologylibrary.org/content/early/2013/05/29/blood-2012-11-466722.full.pdf,http://www.bloodjournal.org/content/122/3/376,http://www.mendeley.com/research/aryl-hydrocarbon-receptor-directs-hematopoietic-progenitor-cell-expansion-differentiation
10.1016/j.chemosphere.2012.09.035,15001716,3.0,article,Deriving criteria to select arthropod species for laboratory tests to assess the ecological risks from cultivating arthropod-resistant genetically engineered crops,Chemosphere,90,3,901,909,NA,4f6fa4ea3cf058f6100024f7,1,2013-01-15T00:00:00+00:00,2016-12-24T04:44:40+00:00,2016-01-01T00:00,Romeis J,NA,NA,http://www.mendeley.com/research/deriving-criteria-select-arthropod-species-laboratory-tests-assess-ecological-risks-cultivating-arth
10.1377/hlthaff.2013.0827,1881971,8.0,article,Reforming Health Professions Education Will Require Culture Change And Closer Ties Between Classroom And Practice,Health Affairs,32,11,1928,1932,"Project HOPE - The People-to-People Health Foundation,
                    Inc.",4f6fa4ec3cf058f6100029ba,8,2013-01-01T00:00:00+00:00,2013-11-04T22:03:28+00:00,2016-01-01T00:00,George E. Thibault,http://content.healthaffairs.org/content/32/11/1928.full.pdf,NA,http://www.mendeley.com/research/reforming-health-professions-education-require-culture-change-closer-ties-between-classroom-practice
10.1126/scitranslmed.3006034,1675499,27.85,article,Identification of a Titin-Derived HLA-A1-Presented Peptide as a Cross-Reactive Target for Engineered MAGE A3-Directed T Cells.,Science Translational Medicine,5,197,NA,NA,American Association for the Advancement of Science,4f6fa6373cf058f6100088bd,44,2013-08-07T00:00:00+00:00,2013-08-07T19:32:57+00:00,2018-01-21T00:27,Brian J. Cameron,http://stm.sciencemag.org/content/5/197/197ra103.full.pdf,NA,http://www.mendeley.com/research/identification-titinderived-hlaa1presented-peptide-crossreactive-target-engineered-mage-a3directed-t
10.1016/j.watres.2013.09.062,22414736,3.0,article,Using QMRA-based regulation as a water quality management tool in the water security challenge: Experience from the Netherlands and Australia,Water Research,NA,NA,NA,NA,NA,4f6fa5153cf058f610003717,1,2013-12-01T00:00:00+00:00,2017-07-26T05:22:31+00:00,2016-01-01T00:00,Françoise Bichai,NA,NA,http://www.mendeley.com/research/using-qmrabased-regulation-water-quality-management-tool-water-security-challenge-experience-netherl-1
